Username,Tweet,Sentiment_Value
elijahremington,Tati getting rid of James Charles’ subscribers and followers https://t.co/k8oCHd8p2j,neutral
shahummingbird,Did not have a clue who this James Charles is until today. Currently watching this tati vid.,neutral
AlmostCalledYou,"Me discovering that Tati Westbrook video exposing James Charles is 43 minutes long 

 https://t.co/rtH3VlZ115",negative
cowgirlgrtxo,Tati Westbrook telling James Charles mom to get off social media and that her kids need her is the reality check so many parents in this generation need.,positive
StefanieSarti,"@travisgranday Ugh having such an internal debate about this, I think James Charles is canceled tho. I love Tati too damn much",positive
theeighthmonthh,Me watching James Charles’ social blade after Tati exposed him: https://t.co/gL2dcAvVq9,positive
isabelle_rubioo,Me after seeing Mama Tati destroy James Charles: https://t.co/WbYb4GoTnW,negative
charlgriffiths,"James Charles when he fucked over tati: *doesn’t address anything that he’s done publicly or apologise properly.* 

James Charles after he loses a million followers: “IM SO SORRY :(“",negative
AlyssxFierro,"James Charles: iM a CeLEBriTy

Tati:

 https://t.co/T2XXfWbDMo",neutral
alannachensasky,James Charles has lost 1.5 MILLION followers in less than 24 hours because of tati she is almost at 7 mil now... damn!!!!!!!!😱,negative
graciepollardd,james charles when his subscriber count dropped after tati finally exposed his ass https://t.co/BlapNjbhJG,neutral
dubbingtonia,I ain’t ever watched a James Charles video in my life but did I just sit through this 40min drag session by Tati Westbrook? I SHOLL DID.,negative
kaylh22,"Tati: Posts 43 minute video with no ads calling out trash (James Charles)
James Charles: Posts an 8 minute 'apology' video riddled with ads. Yeah, we can see you're REAL sorry there James. 😒",negative
sarahh275,This James Charles and Tati beef has me dead but the best part is the live stream subscriber count on both their channels 😬😬😭 #ripjamescharles,positive
AshleySmithTV,"Whew, that whole Tati and James Charles situation is “watch who you help and tell your business to” in full form.",positive
MaaryamJ,Not really following the drama between james charles and tati westbrook but ok https://t.co/BiGpOc1U9K,positive
moviemarlene,"So this is news now #GoodLuckToUsAll  ""James Charles subscriber count falls by 1 million after Tati Westbrook speaks out, polarizing YouTube beauty community"" https://t.co/G9El5gJbNv via @abc7",neutral
MikeSington,Are you all following the drama between James Charles and Tati Westbrook? No? Me neither.,neutral
papiannaa,YouTuber Tati Westbrook airs her issues with James Charles  https://t.co/7Xw7xVsU07,neutral
CringeViral,"Sorry, James Charles apology video would not win him any acting awards. Also, Ya'll know this needed to happen #Tati #JamesCharles https://t.co/322S9g5ohA",negative
augustthewolf,"The james charles shit is wild™

I subbed tati and unsubbed to james because the #1 gay rule is don't go for the straights and this mf broke it",positive
audreymuessig,Tati publicly trashed James Charles and exposed him but she did it in the most respectful and motherly way possible and I love her for it.,positive
Chripotle,james charles is almost down 2 million subs while tati is almost up 2 million subs 💀💀💀,negative
lubomskyy,james charles @ Tati’s family during her birthday dinner #jamesisoverparty https://t.co/iSms6PES4R,neutral
uniquedollsUK,People unsubscribing from James Charles after watching the Tati video #JamesCharles https://t.co/NqWP8V6rX9,neutral
nikkiosiris,Tati singehandedly curb stomped James Charles’ career. My queen,neutral
Lottie_BIEBER12,Jeffree Star &amp; Tati Westbrook Celebrating The End of James Charles Career like : https://t.co/V7ZWs8sbn5,neutral
jukilime,"I’m actually worried James Charles will commit suicide or hurt himself. I love @GlamLifeGuru but I feel it was way too harsh to air all that to the internet. His career is ruined. If he ends his life, can Tati live with herself and say it was worth it?",positive
daegiloey,"Lol Tati would've handled this better, sorry. I am not siding with James Charles either.

to say that Tati cared for James Charles, maybe. But in that video? In the end she's doing it for herself. Tati's not doing it for James.

But ok, power to you girl. You gotta protec urself",positive
ksanche3,Tati Westbrook on James Charles 😂 #tatiwestbrook #jamescharles #ByeSister https://t.co/B8UUNyyTCA,neutral
AAbifalah,"Everyone has different opinions, but how can you believe Charles. He made an 8:24 video, barely saying anything. Tati was a mom figure to him and her husband was always helping James as well. They were helping him in every possible way, and then for him to treat them this way? https://t.co/idfL8afyjx",positive
nynjakat,"I'm not that into drama but yesterday with Tati and James Charles was great. I always knew there was something up with him and was never a fan, especially after all the straight boy stuff....so here some memes to go with your tea 🍵 https://t.co/SFU08XYC4A",positive
realambermonet,"@JustDAIJA_x3 he be tryna trick straight men into doing sexual things with him, be sexually harassing them to the point where even his friends get uncomfortable. It’s toooo much to fit into a tweet 😭 search James Charles on here and/or watch Tati’s video on YouTube! It explains everything",positive
Wh0adanny,"Having the kids at work explain this James Charles/Tati drama.
I’m officially that old.",positive
Vanessa71783582,🔴 Tati Westbrook vs. James Charles LIVE SUBSCRIBER COUNT https://t.co/prPRvjoZpK via @YouTube omg everyone is going crazy in the comments on this video!!!,negative
V_lnly,@adri_storm1 @knjight @JustateBts Tati explained her issues with James Charles on how he uses his popularity and fame to be racist and harass straight men. He was always cancelled from me but I didn't know about the straight part.,positive
AllTheLoveCoco,"I’m gonna have to mute the words “James Charles, Tati, Jeffery star” etc etc on here eh?",neutral
kissylany,"this society cares more about the james charles tati drama than things like global warming and it’s SAD,,, i said it",neutral
ThePuRRRBlog,"James Charles lost 1.2 million (and counting) subscribers in one day because he chose money over friendship. 
Lesson: Money costs too much. 
#tati #tatiwestbrook #jamescharles",positive
onelastbieber,don’t get me wrong i absolutely LOVE that plp are speaking out about James Charles but the fact that they felt brave enough to do it after the Tati vid because they we’re scared of him makes me sad..,positive
_itsavery,Lmao as if Tati Westbrook started James Charles’ career and ended it too 🤣,positive
VicariousArias,"But yeah we BEEN knew James Charles was trash and y'all dumb  for thinking Tati was the one to end his career, have you SEEN his social blade lately. 📉",negative
ConnieSmith92,You ain't gotta be into beauty vloggers or YouTube influencers to be living for this James Charles / Tati drama... It's the most exciting thing EVER and is consuming my life,positive
moroccanmir,I’m mad I wasted my time watching tati drag james Charles lmfaooooooo,negative
_Azura011,Tati vs James Charles socialblade. Honestly get it girl 👏🏻 https://t.co/eCIckDnRyN,positive
DumadiBodo,James Charles when he saw Tati Westbrooks video https://t.co/wJz7xibfY6,neutral
IvanBS123,This James Charles and Tati thing is crazy,negative
mymnqg,"ppl are pressed abt james charles being cancelled by tati bc ppl have been tryna cancel him for so long, but this is a big deal bc tati was close to him IRL, ppl act like they really know shit abt ppl theyve never met from the internet ☠️",negative
firstpressNg,YouTuber James Charles’ rise to fame and fall from grace amid Tati Westbrook row https://t.co/mZVwTvEIUu,neutral
Katys_Power,"While the drama of the whole Tati and James Charles thing is entertaining. I respect Tati because you can tell she wasn’t doing it to be petty or mean, she was doing it so people would know who it is that they’re supporting and so she could show her side of things.",positive
izzyansell1,James Charles breaking into tati’s house after she ended his career to steal his palette back #unleashyourinnerconartist https://t.co/UbOLNnwV6E,neutral
Kindness_Niall,"Tbh, I always knew there was something wrong with James Charles. The way he was talking about straight guys - I wanted to puke. I feel sorry for all of the guys that he embarrased/harrased and of course, Tati, who was always by his side and then he just did what he did.",negative
Pside_TraKKed,I didn't even know who Tati was but now I'm grateful I don't have to see those damn James Charles videos on my tl anymore,neutral
arylia03,So apparently James Charles got kicked out of the Met Gala for stalking Shawn Mendes???? Is this true because that only confirms everything Tati said.,positive
jalisuuuh_,@JoyFangirl @GlamLifeGuru Lol what. He’s legally an adult stop using his age to justify his disgusting behavior. James Charles is a toxic person and Tati handled it well and civil.,negative
rihftperry,The good thing about the James Charles/Tati drama is that I found another Middle Aged woman that I’d die for https://t.co/amjvO4TQPm,positive
celebsgo,Us watching Tati Westbrook and James Charles’ Drama unfold! https://t.co/SXHbroVfQh,neutral
PapppyQ,Bro I just found out who Jefree Starr was like a couple of weeks ago and people are tryna bash me cause idk who Tati and James Charles are,neutral
hydroiodicaxid,Me knowing that James Charles was trash before tati exposed &amp; dragged him https://t.co/aBk9VcHSfB,neutral
bbasiclorena,"this was me high as fuck, watching Tati Westbrook KILLING James Charles.... https://t.co/nzLQMAeURL",negative
EllieRaeWright,Can someone please update me on the James Charles saga as I don’t have 45mins to watch tati’a video and I like really need to know https://t.co/ryRhz6CEsO,positive
zimosho2,"Hello Viewers,
This a Logo. How it looks?
I also do al type of #Graphic related work &amp; #Brand Identity.
If need pls
https://t.co/Ngtj66B2TB

#Tati #James Charles #هايبر_لوب #ENGvPAK #فيديو #Pakistan #Dubai #Ander #Herrera #Iftar #Salford #AVFC #West Brom #Leinster #Alyssa Milano https://t.co/lfT9AthBz2",neutral
gracenlexilovee,y’all i really can’t 😂 i was tryna send tyler the tea abt james charles &amp; said i feel bad for him &amp; he said “did you even watch the tati video?” LIKE WOAH OKAY THERE😂😂😂😂😂,positive
wacdoehr,y’all really didn’t care abt the racist and transphobic things james charles has said &amp; done but the minute he has beef w Tati y’all finally cancel him .....,positive
MayraPZ6,"Not gonna lie, I’m living for this James Charles/Tati drama lol I always had a bad vibe about him since the start.",positive
AaronB31740932,"I'm going to say something right now to all the haters and fans of James charles what his decision and choice to be mean and rude to Tati was wrong I unfollowed all his social media accounts and It's kinda sad his career went down but he really messed up Big Time
#JamesCharles",negative
x_jesssica_x,But for real why is Tati still following James Charles #jamescharlesiscancelled #jamescharlesisover,positive
cheaaaventures,"everyone’s been busy about the james charles and tati feud while jefree made a video about her pink vault, queen 👸🏻 https://t.co/oucpi7XgS1",neutral
desti_destoy,Whats going on between Tati and James Charles? 🤔🤔,neutral
radsabrinaa,tati elegantly roasted the shit out of james charles and i’m here for it,positive
idunknowhow,James Charles has almost lost 2 million subs. Tati really made his career and then she thanos snapped it,positive
Crawfmeatsix,Watched the whole of Tati's video and managed 47 seconds of James Charles' attempt at an apology,positive
DumadiBodo,James Charles lost over 1 mil and Tati gain over 1mil I’m screaming 😱😂,neutral
Gretaklintberg,@ClevverNews can tell me about James Charles and tati ?? Please,neutral
archangelsantie,"I actually never liked the blabbermouth @jamescharles. Aside from the fact that he's annoying, he's posted so much tactless stuff online, and he's one ignorant kid!

Between him and @GlamLifeGuru, I side with Tati. Ugh.

James Charles' non-existent career will end. Bye, sis!",negative
RueE13101171,"tati:

james charles subscriber count: https://t.co/gm3fdgyucF",neutral
HausOfJustin,Have I ever watched a single James Charles or Tati video? No. Did I waste an hour of my life last night watching them fight? Fuck yes.,negative
arianarelated,i fucking love that tati both started and ENDED james charles,positive
NewsfeedsMedia,YouTuber James Charles’ rise to fame and fall from grace amid Tati Westbrook row https://t.co/Yi7P5c592K,neutral
James13052460,@catsnokids1 @TeaSpillYT Is this tea about Tati and James Charles?,neutral
tickingTimestar,i keep seeing “james charles has always been trash” but like understand that someone like tati coming forward and talking about these behaviors and not just old fans dragging him is a lot more powerful and will make ppl realize his actions actually are bad,positive
jaaaaackimriee_,This tati lassie was fine with James Charles being a creep till he promoted a rival company😂😂 both fkn weirdos that need binned,positive
Gunzang1,"Tati’s waiter: “Im straight”
James Charles: https://t.co/D8lVvMefAO",positive
megandawe_,"Tati just ended James Charles’ career, r.i.p sister",neutral
llsand,@HereForTheTea2 OMG there's a live sub count on #YouTube James Charles vs Tati this is crazyyyy,positive
mlemleyy,Smh James Charles hes been cancelled and everyone is just now realizing it because Tati finally said something 🤦‍♀️,neutral
wartpacker,"The fact that Tati's video isn't anywhere on YouTube's trending page and it's gotten over 12 million views in 24 hours... 

Stop eating James Charles' ass, @YouTube🤮",neutral
yeahokaye,@PopAlarms @jamescharles Tweet about how youtube removed tati's video from #1 trending .. the CEO of youtube is james charles friend,neutral
HireVesuvius,@TheJudoJoker Add James Charles and Tati on there and you muted the entire week. Good job.,positive
Annadoteisback,It took the tea between James Charles and Tati to bring me back to Twitter after I deactivated my account TWO years ago ☕️,neutral
Aleeah77902179,"@JeffreeStar Purple. OMG let's all give Tati a round of applause, and RIP to James Charles bc we all know the Tea is here to stay🤭🤫",negative
taegihours,the drama between tati and james charles is sad bc tati was so supportive...,neutral
kooksthighss,"#jamescharlesisdeadparty #tatiwestbrook #JamesCharles 

Me watching Tati’s video exposing James Charles pretending like I don’t have homework and exams to worry about : https://t.co/k5VddLAoHy",neutral
LillyMSantiago,"And to think, James Charles literally only has Gabriel Zamora to blame for the destruction of his career. All homebody had to do was sit down and mind his own but he kept poking the bear, thus provoking Tati. None of this would've ever come to light like this, I just- https://t.co/OcKu4FmPNx",positive
acgmia_26,"i am not even shookt at the difference in the amount of likes and dislikes in james charles' """"""apology"""""" video to tati",neutral
MiguelMonta1vo,Who’s James Charles? And wtf is tati,negative
CaiAlv,James charles and tati is trending. Sis is cancelledt,neutral
Iizzyirwin,I'm ready for shane dawson to make a 36 episodes long documentary about the drama around james charles and tati https://t.co/WO5AJRti7J,positive
Rohwynn,James Charles has lost almost 1.5 million subs and Tati gained 1 mil. If that doesn't speak to itself I dont know what will.,neutral
disfnctionalbot,James Charles’ mom trying to figure out how to take care of James since Tati has been doing that for her @jamescharles @GlamLifeGuru https://t.co/QzdM2qGNjU,neutral
raremoxley,"Tati literally released a 45 minute video exposing James Charles and then Jeffree Star posts a simple post congratulating Tati on 6 mil and y’all y’all J* stans are like “omg jeffree ruined James Charles’ career!1!1!1!1” 

Don’t disrespect queen Tati that way😒",neutral
chaseiscool_16,I learned who Tati was yesterday and until a week ago had no idea who James Charles was but all of a sudden I’m deeply hooked on these makeup influencer’s drama https://t.co/FYiS0lLGeF,neutral
aysajaxsyn,"tati after ending james charles, seeing him lose over a million subscribers, seeing herself gain over a million subscribers, and seeing halo beauty sales spike https://t.co/c5WnNi1Zsg",neutral
Annabelka14,"Can we just talk about the James Charles x tati scandal, i meen how could he",neutral
MissBeautyLife,So I unfollowed James Charles but if he changes his behavior and better himself I might consider following him again and I’m not following Tati either I just need a break from the drama,positive
chelslarruda,"ppl r dying, and the worlds worried about James Charles and Tati. #smh who the FUCK cares, man made some mistakes &amp; she addressed them all to the public. If this was a random we didn’t even know it wouldn’t even matter #stfu",negative
JoyJuTsu,Id Kill for the relationship Tati Westbrook Gave To James Charles.  I never had support from friends or family. James was beyond wrong in all aspects. Always support your friends. Especially the ones who helped you get where you are now.,negative
Emily_The_It,Me still trying to understand the Tati and James Charles drama when I haven’t had time to watch her video https://t.co/ucbMMg1guq,neutral
cDeniseBx,Tati really pulled a thanos on James Charles 👀 https://t.co/Um8iTjdGGN,positive
Leyjav,"I got really invested in this whole Tati/James Charles drama that I actually felt sorry for..
 
Nah bro, didn’t feel sorry for that brat one bit.",negative
musicmixer14,people going onto their social media to unfollow james charles and follow and subscribe to tati https://t.co/EkyBTqiVkc,positive
SicklySweet09,"Interviewer: ""So James, have you seen Tati's video about you?""

James Charles: https://t.co/xA4kO2PGbA",neutral
jewelfebvienne,Whats with James Charles and Tati?,neutral
thixotropic_,"Watching James Charles get shit on is fun, but I really think the Tati James stuff is just rich white ppl drama.... Tati really just tweeted some shit like “if you’re afraid to speak out you probably should” like her YT drama is revolutionary.... lmao",positive
jadespiracy,gabriel before he made the video insulting tati and defending james charles https://t.co/y7AjxHR2Iz,negative
jasssj__,wanted to unfollow James Charles after watching Tati’s video but only realised that i didn’t even follow him to begin with 😂,neutral
JassaSahota22,I just read about this Tati and James Charles beef and this shit is hilarious James Charles has 16.5 million subscribers yesterday and now he’s at 15 mil😭🤣🤣🤣🤣 https://t.co/g4GueZAxyj,positive
ohitsmesv,isn’t it weird that tati made james charles and ended him too 😬,negative
nataliegibsonxo,I’m gonna be honest... my study breaks consist of snacks &amp; watching live updates on the Tati vs. James Charles drama 👀,positive
Beckiibonesx,Me texting my bf all the drama between Tati and James Charles https://t.co/dFOYKSXt6R,neutral
danielatpetshop,*How Tati Westbrook made James Charles $11 million in over 4 years and then took it all away from him in under 45 minutes https://t.co/R6DDWi62Lf,neutral
pennyy_y,the amount of tea between tati and james charles actually has me canceled- 🐸🍵,neutral
uppercutamidget,people love talking about mental health but then you have this 19 year old James Charles getting dragged by millions online LOL if he commits suicide i want everyone to keep the same energy...don't switch sides #Tati #tatiwestbrook,positive
Brrriicee,"in 24 hours

tati westbrook: bye sister james

james charles: looses 1m subscribers 

antonio garza: im quitting the beauty community and running away

.
.
.
.

me: new video this friday of turning myself into a beauty guru 🤠🙃😜",positive
calliesho2,JAMES CHARLES vs TATI  [LIVE SUBCOUNT] https://t.co/Bivs3PdrbC via @YouTube,positive
ABC11_WTVD,"James Charles subscriber count falls by 1 million after Tati Westbrook speaks out, polarizing YouTube beauty community https://t.co/23jdAKicpj",neutral
Official_TVC,"Okay. I'm about to do something stupid. But with this whole James Charles &amp; Tati Westbrook situation, a girl has got to take chances...",negative
quecutekathy,James Charles after Tati dragged him through the dirt. https://t.co/XG3vnIjPNc,neutral
richdsmadden,I think it’s absolutely fucking hilarious that this shit about James Manipulative-ass Charles has gone viral thanks to queen Tati and that ALL Stan twitter accounts are dragging him even if half of us don’t even know who he is I love this fucking bird app 🤣🤣,positive
CaliKnight_,I don't know how to feel about this James Charles and Tati thing.....,neutral
theMegelodeon,Me trying to explain to the hubs about the Tati/James Charles drama: https://t.co/fAnH3a0n5u,neutral
andthatsthete12,"James Charles in his Tati video realizing he’s ganna lose his house, car, friends, contracts, and money https://t.co/v9dbRLUpo5",neutral
duckm4st3r,"James Charles subscriber count falls by 1 million after Tati Westbrook speaks out, polarizing YouTube beauty community https://t.co/lES6UAXcM3 https://t.co/fOc19fg9gU",neutral
odracirrrrr,"Me: I haven’t been interested in youtubers since 2010. They’re annoying as fuck. 

Also me: *watches Tati’s entire 43-minute video about James Charles*",negative
uppercutamidget,this Tati woman is coming with some amazing energy...let's see if she can keep it if this James Charles guy commits suicide...i dont want to see anyone switching sides. #KeepTheSameEnergy,positive
Ajanaenaexo,All this James Charles and Tati shit so confusing cause I don’t care for Youtubers lives...,negative
nikitaslattery_,Tati exposing James Charles was iconic 😲,positive
LeahBryantMusic,"Just watched Tati Westbrooks video and wow, the woman is a walking goddess. so composed and intelligent. made me change my mind on this whole James Charles drama lamma quite quickly.",positive
iarodrigz_,"I don't watch James Charles video but I hate him and I don't know who is this Tati girl.

But it looks like she did something very good today, I'm so proud of her. I hope she will have a good lunch tomorrow",positive
nyah_andrews,i’m so confused over this james charles stuff like ik something happened wit him and tati but i just read a thing sayin he was...racist? someone pls explain,negative
sapphicbetts,you feel the need to like tweets bashing tati just because you’re exactly like james charles. you like to label s… — I do that with fictional characters......v different anon https://t.co/2uJut5aGhM,positive
thatsprettygayx,"Right so, I never liked James Charles, and I didn't even know who tati was before I watched her 40 min long video. All I can say is,,,frick you James. You're a self centered bitch. You made an ""apology video"", but you basically didn't even apologize. You fake cried.",negative
yummyipek,"I’m just watching the whole James thing and I figured out 2 things, James Charles is fucked up and I unfollowed him and DAMN TATI IS BEAUTIFUL",positive
Metro_Ents,James Charles' rise to fame... and epic fall from grace https://t.co/lRJXnU3R1x,positive
pexytank,I literally just wasted 40 mins of my life watching this Tati broad expose James Charles and I don’t regret it,negative
Jessicacheuv207,Tati snapped her fingers and got rid of tons of James Charles subscribers!!!!,neutral
nadin__h,"this whole james charles situation is truly very disappointing 
#jamescharles #Tati",negative
fayebandet,"Tati: *posts video canceling James Charles*

Me: BYE SISTER👏🏼",neutral
sussilndr,Watching dramas between beauty guru james charles and tati westbrook be like..... https://t.co/2sUhThCMFb,neutral
Panashe181,"Tati : *exposes James Charles*

Twitter: *goeess crazy*

James: *makes an apology video*

Twitter: https://t.co/MHgQaVwSBc",negative
annmaemonique,damn james charles i just watched tati's video...damnnnn,neutral
wambamsamiam,Gabriel Zamora is Gretchen Wieners in all of this mess between James Charles and Tati 😂 #ifyoudontsitbackdown #byesister #tatiwestbrook #JamesCharles,negative
adri_abella,"Moral of the story, don’t let your nosy ass friends in on your business and much less let them speak on shit they don’t know about. If Gabriel Zamora hadn’t said shit Tati wouldn’t have been triggered so much and ended James Charles. Periodt.",negative
kayleighr2000,I'm so loving this James Charles &amp; Tati drama. Tati has ruined him. Karmas a fuckin bitch,positive
boredcuqake,"but could you really be sister shookith , shook or surprised that he would do that , it’s literally typical james charles . he’s literally blocking fans for complaining about PAYING FOR INFANTS ! tbh , i’d be happy if that dumb b*tch had blocked me because i’d just hop on to tati https://t.co/dOnO5ezot7",positive
Stacia_Nichole,"@boopmysnoot @TheKalvinGarrah Seriously, same. Thursday night I was thinking about how sick of James Charles I am for all of the reasons, and then Tati took care of business.",negative
emily_korus,going on twitter and seeing all the James Charles and Tati drama goin down https://t.co/ffhCiaTU5g,negative
queer_anthology,"Me: never cared about James Charles, didn’t know who Tati was, doesn’t watch YouTubers

Also me: checking James Charles subscribers count every couple hours. https://t.co/HCJS7fI7oC",neutral
_nielnotneil,"""james charles made an 8-minute video with many ads. tati made an 43-minute video with no ads 🤷🏽‍♂️ who are we believing, sister???""

hahahahahahahaha i was laughing so hard when i saw that yt comment lmfao",positive
krissyeder,omgyyy!! James Charles subscribers are dropping faster while Tati's channel gaining million 😱,neutral
godofthesuns,Subscriber rates at approximately +1000/min and -1000/min for Tati and James Charles respectively. Love seeing this kind of global team effort hahaha,positive
dolansrealm,"My whole tl is filled with James Charles, Laura Lee, Ethan Dolan, Grayson Dolan, Emma chamby, tati and Bryant. U people make the best jokes 😂",positive
nkshaz34,tati really ended james charles career,positive
thatenergycolor,"I’m in the car with my girlfriend, her mom and her mom’s friend. They are talking about politics and I’m just in the corner eating up this Tati Westbrook and James Charles scandal. There are two different types of people. 😎",neutral
Joshua_lexander,tati officially ends james charles.. (james responds) https://t.co/J3UkumzuEP via @YouTube.     He’s needs to shut up 🤐 boy bye,neutral
shoneaaa,"Tati bold af for “exposing” James Charles when we already knew he was shitty. Yet she’s still hanging out with Shane Dawson and Jeffree Star lmaoooooooo I unsubbed her a long time ago 🤣 they all cancelled. She was fine w James being shitty until it was towards her, says a lot 💀",positive
MamaTugz,Ok I’m not a big YouTube watcher.....but this Tati / James Charles drama has me glued,positive
i_RageAtGames,"@feyrah Sat...ffs twitter gimme an edit button🤦🏻‍♀️but yeah, I’ve never saw the appeal of James Charles other than his talent for makeup, I was waiting for something like this to happen. I’m also glad it was someone like Tati who even I could tell did/does love and care for James",positive
ilovedhucci,"I'm disgusted by James Charles' attitude and all of his tricks! 

WE STAN FOR TATI!!! 😍😍😍 https://t.co/1DoXNaX3BX",negative
Caitlyn_Allon,Can somone please give me a brief description of wtaf has gone down with James Charles please. #JamesCharles #Tati,negative
heyitsfloortje,I love how tati dragged James charles down. SISTER SPILLING ( THE TEA). LOL,positive
robertgabriel76,Me avoiding my own responsibilities to watch the James Charles and Tati drama https://t.co/erqjRlNWzl,positive
softboiraaj,@moxiecodone What made you call Tati a racist lmfao? Not every white person is a racist lol. Also the fandom is leaving James Charles so its justified. Lets move on!,positive
lottieeliinn,Tati and her family when publishing the video that would end James Charles https://t.co/y0A8G7ZgID,neutral
Cerysxo3,"Sorry but someone needed to 👏🏽👏🏽👏🏽 so glad she did , fair to say I’m no fan of @jamescharles anymore ... boy absolutely disgusts me 🤢🤢. jamescharles YouTuber Tati Westbrook airs her issues with James Charles  https://t.co/4G6L4EYdLZ",positive
ABC7,"James Charles loses 1 million subscribers after Tati Westbrook speaks out, polarizing YouTube beauty community https://t.co/XHnFh2fw4s https://t.co/UdM337jot5",negative
thyissleepy,"@TeaSpillYT My sister knows nothing of Youtube beauty gurus but she just texted me ""Who's James Charles and Tati and what happened with his subs?"" cause old ladies at her nail salon were talking about it LOL",positive
NKDavila,@TrixieCosmetics @trsmith46 @trixiemattel Tati threw a red shell at James Charles so Trixie could race past in her pink barbie jeep,negative
taimaniika,@prettyahhh1 Me too! His voice annoys the shit out of me. Bretman is soo much better. He’s genuinely funny whereas James tries way tooooo hard to be. I looove Tati’s video &amp; the way she words it all. James Charles is so disgusting.,negative
minecraftbeet,james charles after the tati video: https://t.co/d5AdkAzJur,neutral
janethhhh__,These memes between James Charles &amp; Tati got me dead,negative
MegvnMayhem,"@Arwen_Datnoid But you can totally block James Charles, Tati Westbrook, YouTube beauty community, whatever by just muting their names and phrases about the situation.",neutral
gabbiemaddalena,Tati rlly came for James Charles n I’m LIVING,neutral
Mex_Tah,Isn't TATI a 6ix9ine song or someone he was affiliated with? Lmao YouTuber Tati Westbrook airs her issues with James Charles  https://t.co/5SsY5D0lcC,positive
sexbunny421,"Are you team Tati or team James Charles?
#TeamTati 
#muachisme https://t.co/N9dslI9UaG",neutral
cecibabeey,James Charles &amp; Tati Westbrook really aren’t friends anymore lmfao ☠️☠️,positive
bbcfanatic8,"⚡️ “YouTuber Tati Westbrook airs her issues with James Charles”

https://t.co/nrWpsAoAeF",neutral
madinahjohnson,James Charles when Tati started to spill his tea https://t.co/5QBqvQklVx,neutral
donnie_george_,still trying to figure out what a Tati Westbrook and James Charles are. https://t.co/WzRUjdoyqF,neutral
megcampbelluk,"@drwningdeep Tati and her husband invested hours or work and money into James Charles after he went to Tati for help. She basically acted like his ""mom"" and he went on to humiliate her with his inappropriate behaviour and stab her in the back.",neutral
rehystemplet,James Charles running off after shitting on Tati with that fake ass apology https://t.co/PR8xBUknGv,negative
VelenaWWE,"In less than 24 hours, James Charles has already lost over 1.3 million subscribers and counting. Tati’s impact",negative
LC_ninetytwo,Watching tati’s video on James charles like... https://t.co/j9Ak1XUtno,neutral
myangelallagas,Tati exposing James Charles dirt is a shock for me! A bye sisters real quick,positive
VRock227,"""YouTuber Tati Westbrook airs her issues with James Charles""  https://t.co/q30Ki1kv12",neutral
romina_flowers,y’all out here worshipping tati for calling james charles out and i get that it’s good she exposed him but she’s high key been enabling him for years so that’s the tea,positive
badkvrma,james charles has ruined monsters inc for me just like how he ruined tati’s wedding video for her https://t.co/r1Zs90Z9yC,neutral
pollyywhirl,"Idk who Tati Westbrook is and I only really know James Charles as that racist weirdo that tweeted during It, but I am here for the tea and I love it.",positive
stephanie5151,Watching the tati video from james charles and watching his subscriber count go down at the same time is a new low for me but i blame @itsNICKSNIDER for even knowing what socialblade is 😂😂 https://t.co/JogUZrEDKP,negative
noyahseya,I need a professional to explain why I just spent hours watching Tati/James Charles related drama videos on YT,neutral
imAaronMoore,This part of tati’s video about James Charles haunts me more than anything @GlamLifeGuru https://t.co/kWFP2WtfSB,positive
Pinkcupcake0551,So far James Charles and Tati’s feud is more furious than @Evecornwell’s relationship with law school,positive
hannahdstjohn,Why are random people replying to my tweets. Stop doing searches for Tati and James Charles and replying to people you don't know just to argue.,negative
cupidsol,What’s your opinion on the james charles/tati drama — i NEVER liked him since day 1 and ive always liked tati so its a win for me! https://t.co/uyQiDtkF8w,positive
tiredlovee,@iNabberTV @pewdiepie His talking about that James charles made call tati,neutral
chaniboo01,The Dolan Twins and Emma Chamberlain all unfollowed James Charles🍵🍵 Queen Tati Westbrook did that https://t.co/9telXluFeg,neutral
shayne_lesa,@ImAllexx The people who already didnt like James charles before all this came out never followed him or unfollow already. The people who are unfollowing now is his own audience who it took for Tati's video to take the blinders off.,positive
zackcharf,"so james charles is getting bashed by the entire internet and I'm loving it. I hated the guy for a while now (nothing against lgbtq+, i just don't like james). Tati DESTROYED him in that exposing video and i just want to see him get all the hate he can possibly get",negative
evandiee,Im intrigued by this james charles issue and tati westbrook stuff goin on *le sips tea* https://t.co/Uh4VVXMfe3,neutral
rjmartinnn,me trynna keep with with this tati vs james charles drama https://t.co/G579HIftPP,neutral
teaEnthusiast69,James Charles has lost almost 2 Million subscribers now &amp; Tati has gained almost 1 million more.... hahahhahahahahaa https://t.co/xZvKWYFO8K,positive
megconn_,Trying to follow the James Charles + Tati Westbrook drama is making me feel extremely old.,positive
embl3mtr3s,okay but tati looked so good in her exposing james charles video...when’s she gonna drop that makeup tutorial?,positive
livingwthghost,James Charles has lost over a million subscribers in 24 hours and Tati has gain about a million I-,neutral
gabsbland,"Where was everyone when James Charles was a “bad person” before Tati or whatever posted a video, it’s like everyone on social media jumps on the trends, does anyone have their own opinions or does everyone have a personality like the “here’s the mf’n tea chick” TOO MUCH",positive
Yagirlmadikay,"Me: *excited that Tati demolished James Charles*

Also me: *remembering that she still supports Jeffree Star’s racist ass* https://t.co/nGWs3V0AWd",positive
