Username,Tweet,Sentiment_Value
aceshowbiz,YouTuber Tati Westbrook Says She's Cutting Ties With 'Entitled' James Charles as Feud Heats Up https://t.co/8tTFoBkhHm https://t.co/iMkxaVhB4d,negative
queerpakiteen,@areebasyed_ GDHHSHDHD IM NOT SERIOUS THO THIS IS A REFERENCE TO THE JAMES CHARLES APOLOGY LMAO,positive
emily_pdf,I CLICKED ONTO THE SOCIAL BLADE LIVESTREAM JUST AT THE RIGHT TIME TO WATCH JAMES CHARLES DIP UNDER 15.9 MILL ???????? https://t.co/pjyExBgCJK,positive
haleighhk,tati really ended james charles career lmfaooo but just to add insult to injury he cannot fuckin sing ??,positive
CamiJulaine,"Hi I just realized I met James Charles last week at BBMAS and now my feed is talking about drama he has with what looks to be the word ?takis? ??
?????
????
???
?? 
?",neutral
altcrnative,yall... JAMES CHARLES IS BUYING SUBSCRIBERS,neutral
prvdababy,tati after releasing the video that ended james charles? career  https://t.co/2xpR7kWn34,neutral
Benedictcblz,omg james charles what happened?,neutral
TaylorGriffis6,Who else just unsubscribed to James Charles? Don?t do my girl Tati like that ????,neutral
gilluisperezv,@walkingbisexual @jeanmichael96 after watching James Charles apology video *whtevr https://t.co/UeYjFy0lpl,neutral
_jennifvr,Me going to James Charles channel and refreshing and seeing his subscriber count drop by the thousands https://t.co/yQDAGZv7Ju,positive
jenstherin,this james charles literally me before 01.01.2019 https://t.co/4wOPNaiRU1,neutral
_josias_13_,Today was great. Taylor Swift is going to be on Ellen on May 15 and James Charles career is over because he didn?t earn it and he didn?t deserve it :) https://t.co/jH5dT671wj,positive
JustMyO92524013,Fml I just bought the James Charles palette 2 weeks ago ??. #jamescharlesisoverparty #ByeSister,neutral
xannylana,What happened with James Charles?,neutral
_christiana95,"I feel like James charles? musty ass gets dragged every other month and y?all dumb hoes keep running back to him, time after time after time https://t.co/RU021xCy30",negative
loungewithluis,James Charles voice makes me cringe..,neutral
7needywhores,James Charles avoiding bad press after his scandal:https://t.co/N2fBM1Gz2v,negative
elfiramalia,"How to be like Thanos : be like Tati.
.
.
.
Goodbye James Charles??",neutral
PhillipLikesTV,"James Charles: my career is over ??

Jeffree Star, Tati, Patrick Starrr: 

#jamecharlesisoverparty https://t.co/77zXx3UVdZ",neutral
LiLiAgendaTM,i just wanna know how anna wintour plans to bury james charles because she approved him coming to the Met gala and now he got exposed.,neutral
fentysdayas,i was not gonna tweet abt james charles bc it make my tweets stink but omg this is so funny literally everyone been saying he's trash but his WHITE stans needed a WHITE VOICE to tell them https://t.co/z9AVNFH0sa,positive
___mbxo,"Thing about James Charles is that lets say he wasn?t racist &amp; trash, he?s still INCREDIBLY ANNOYING I do not understand how people liked him and followed him and hadn?t cancelled him 5ever ago",negative
gorydew,James Charles has already lost over 1 million subscribers. #JamesCharlesIsOverParty,neutral
sofia_isobel,Refreshing james charles? channel and watching him lose suscribers everytime i do it is so satisfying,positive
spannimal2,Apologizing for all the Tati and James Charles tweets I?m favoriting but it?s important,positive
finding_chey,"we over here have been not fucking with James Charles cause he's racist, but go off I guess.",positive
taempods,"who even cares about james charles having a fight with his aunt, let?s trend something more important like #HENDERY",positive
solbyhatesme,James Charles? ?apology? video is super uncomfortable. It?s clearly him just apologizing for being exposed. I couldn?t even make it half way before I shut it off. He won?t be missed,negative
thisisnotsi,Tati just ruined James Charles in the most classy way possible and i?m here for it.,positive
InaVukasin,"If y?all really pressed about James Charles and Tati, y?all really need hobbies in life. So glad I?m not in the YouTube beauty community. Drama as fuck Jesus",positive
Mrs_Hepner31,"Goodnight, everyone except James Charles. ???????",neutral
JudyLove78,This is Why James Charles is Losing Followers https://t.co/o2lFzz8uHv https://t.co/idv4PS0H1A,neutral
NathansWorldYT,people saying that because james charles is only 19 is an excuse. ??????? lmfao he is an ADULT and this is UNACCEPTABLE,positive
prettypinkswift,"if y?all wanna cringe, watch James Charles? live subscriber count",positive
jrdnrdmn,@Garrett_Gibbons https://t.co/1ZGofH5tgL i?ve been watching this for 30 minutes now,neutral
aineecoffee,"@ayyahallak james charles used tati to build himself up in the yt/beauty community. i think he allied himself with a brand that is tati's direct brand rival in nutrition/vitamins (?). tati very gracefully called him out in her new video on many things, and now he's losing all his subs lol",positive
deliacflores,Do I wanna take the time to find out the James Charles drama or just be blissfully unaware.....,neutral
kingofnothiing,the moon from majoras mask but its james charles? ass,neutral
kookphany,james charles has always been cancelled since the beginning tho ??,neutral
xpissedx,james charles lost like a million subs I?m screaming,neutral
badbitchhbri,"I am so glad I woke up to find the James Charles and Tati Westbrook drama, I?m interested to see what will happen next https://t.co/ng5CNzgeZS",positive
tia94048836,James Charles 8 minute shit apology dragged him down faster than Tati?s 45 minute real talk on Jame?s shit behavior,negative
eraaan,tried to stream james Charles' apology video to the TVs at the duchess and it didnt work lol,positive
lifeispeachy___,So I?m watching Tatis video about James Charles and I audibly gasped when she said ?shit? lmao,positive
fran2co,i never liked James Charles...but i am here for this https://t.co/nq7B41xWcf,negative
everytimehoran,confirmed: james charles is trash,positive
oknamii,can someone update me on the whole james charles scandal?? what did he do ? what happened ??,positive
ernestgaga,"James Charles is losing 100+ subscribers every second, like literally every second.",neutral
ZSHASHZ,"ProJared : I lost 100k in one day 
James Charles : Hold my B?e?e?r? Beauty Products",neutral
TrapicanaKali,This man James Charles lost A MILLION subscribers in a single day. Justice has been served but whew. That revenue loss... https://t.co/f2uy5OCq7Y,negative
sarah0lsonn,my current form of entertainment: watching james charles? subscriber count on socialblade,neutral
VanezaMonroe,"The queen went off and I wasnt shocked. He always smelled a little funny. 

""YouTuber Tati Westbrook airs her issues with James Charles""  https://t.co/HBYhPWtWin",negative
prvdababy,james charles really whomp whomp whomped himself?? https://t.co/b9yzYTtaUu,positive
_Noelohel,Boy I have TIME for this tati/James Charles drama tonight.,neutral
gayatrimariscaa,Just finished watching Tati?s 43 mins video on her beef with james charles. Tati is such a queen and james is such a trash. She deserves better. Waiting for whatever jeffree star has to say about this,positive
singlemomrocks,"2017: Tati started James Charles Career
2019: Tati ended James Charles Career

I never liked James Charles eversince like just how he talks and his drama with other senior... https://t.co/PJSgvrEst6",negative
ih8trevor,I don?t understand how the James Charles beef is not on the YouTube trending page...,neutral
Katelynnvelasco,Better not see James Charles subscriber count go back up in a month,positive
orpheus0421,@sassyblackdiva that lipstick rack has always been there ever since she rearranged her makeup room. try watching her other vids way before the thing with james charles happened before coming to her ??,negative
baylynnee,bet all y?all females who liked James Charles regret being a fan BRENTMAN would NEVER &lt;3333,positive
jeonglocked,the girl who exposed james charles... she?s trying to act all high and mighty but literally she can?t be any better than him if she decides she needs to post a whole video talking bad about him just because he sponsored a competitor of her brand..,positive
alenilongoria,i always knew something felt off about james charles.?????????,neutral
Amburrito_,James Charles is so insincere and his apology was not genuine at all I seriously could never support someone like him,negative
kermitthephag,There?s already a million tik toks about the James Charles drama,neutral
irlmonokuma,"how normal gay guys react to being rejected by a straight guy: alright ouch, but i get it

how james charles reacts: omg ur a user and clout chaser",positive
glossmenagerie,Can you imagine what it?s like to be on James Charles? mgmt team right now? https://t.co/iT2JZafARN,positive
BamBfrom79th,"first heidi expOses projared for cheating on her for months, wacK. now james chaRles exposEs by Tati for tAking advantage of stRaight men. All in the span of 3 DayS. https://t.co/rKjv3Ih4Ek",positive
leahcorne,sitting in bed watching james charles? follower count go down https://t.co/aVnVr5AkTf,negative
BadBitchScorpio,When I tell you my high ass is DYINGGGG at all these James Charles memes??????????,positive
BPoet1987,@MannyMua733 Watching James Charles's subcount dissolve ??,neutral
svnteenseason,do you stan james charles? ? never never never https://t.co/uimhhg65Tx,neutral
deputyydipshit,Man FUCK James Charles and his shitty ass 8 minute apology video that he made money off of. Tati?s video was 43 minutes long with NO adds. No money made. Hm. If you still stan that pathetic excuse of an LGBT icon then please unfollow me. We don?t stan sister James on this tl,negative
srynotdrea,this gon be James Charles dancing in the street after losing all his money ?? https://t.co/iwaLDhSsUJ,neutral
Kasey_2SO,I haven?t liked James Charles since the movie IT came out in 2017 and he was live-tweeting his lame reaction from the movie theater. PUT YOUR GODDAMN PHONE AWAY YOU INCONSIDERATE ASS. Yes I?m still mad and I wasn?t even there.,negative
Imafatfuckinpig,"Sorry but while y?all stanned james charles and was shocked that he?s actually a loser, i stanned Drisella Kokane and was happy??",negative
Poofychan,"@killzone_armed Projared and James charles, google is the best for this one, theres so much garbage to explain but its baaaaaaad",positive
brianna_price__,"@tommy_green18 @jamescharles Because he?s known to sexually harass straight men and his excuse is, ?I?m a celebrity?? I?ve been over James Charles and his ego for awhile now but this is the final straw",positive
lexusaaron,Okay so I just need @JeffreeStar to get the tea about James Charles and make a video. Bc ya girl NEEDS a good laugh.,positive
LVYNEii,"ok ok ok I'm not calling James Charles a good person

but y'all pissed about the ""trans males aren't real men"" thing from a while back

let me spill the real motherfucken tea

jc never said that

I understand where he was coming from when he said what he did",positive
beniiinguyen,"yeah your gpa might plummet when finals come, but hey at least it?s not like james charles? sub count",negative
kelseyuhlich,"Me an intellectual: James Charles who?

Everyone in the ?beauty community?: *stressed* https://t.co/ReeXDT66vW",positive
marissa_akers,*james charles has been removed from the chat #jamescharlesisoverparty,neutral
valerieuyxx,"james charles ""apology video"" is a joke. atleast laura lee had an actual tear going ????",neutral
OFFICIALJBPINK6,i really can?t believe this is how much it took to cancel james charles. where were y?all when he said all african people have ebola and was dropped by covergirl????,positive
JaysPoetic,"If there were awards for the most fuck ups, James Charles would clearly have most of them??",positive
jcvmette,"if you?re bored just go refresh james charles youtube, his subscriber count is droppin like its hot",negative
depthsofchaosx,james charles is cancelled for real,positive
rockjiin,I never followed James Charles. I don't know who Tati is either but i want to the tea ???,neutral
BroItsBrook,"GO OFF SIS! James Charles always came off fake and corny to me. Boy bye. 

BYE SISTER ... https://t.co/JJOdKSKshV via @YouTube",negative
colorcast,"Summary: Tati, 37, shocked that bestie James Charles, 19, is immature, unreliable, power hungry. Yet she, age 37, ends their friendship in a 45 min YouTube video instead of privately and directly like a sane person. The catalyst? He didn?t buy her brand of vitamins. What a TRIP",negative
omg_syddd,james charles just ruined his own career,positive
seaseav,James Charles and ProJared are fighting to see who loses more subs faster,positive
pariskatherine0,James Charles apology video is the most disingenuous thing I?ve ever seen..??,positive
rudyfunkmeyer,Me watching James Charles? subscriber count dip under 15.9 million  https://t.co/qGy0DbNFmv,neutral
dewdropdolans,"james charles getting on twitter, and seeing he is involved in another scandal. https://t.co/OWCYfKEsa6",neutral
seokjinssh,james charles as the perfect model for SPINE BREAKER,positive
Angeldustgirl1,Who's excited over the fact that James Charles is losing subscribers LoL I know I am ??????????,positive
cliffordcalled,"james charles: mom *sniff sniff* you are the best person i know

literally every breathing human: https://t.co/0tfyFOWPjP",positive
skakdiamc,Like damn James Charles was already cancelled but this just confirms it lol,positive
itsbruschie11,That donny James Charles getting cancel ? https://t.co/H0xGYDQCLX,neutral
mars_x2,I?m too high can someone PLEASE tell me what James Charles did so I don?t have to look it up myself,positive
brittvnytay,"Tati: dragging James Charles 

James Charles: apologizing to Tati

Jeffree Star: I have a pink vault",negative
Teddy631993,"James Charles: I?m unshakable I?m a CELEBRITY

Tati: hold my vitamins https://t.co/5wbozlgFGi",neutral
MelissaDeutsch1,james charles rly gotta be cancelled after I finally get his damn palette,neutral
QueenMisthi,@PaigeChristieUK I wish I was subscribed to James Charles so I could unsubscribe,neutral
Woahits_NicoleC,@moonchildpjim @MESSYMONDAY Visual representation of James Charles dancing and trying to sing https://t.co/bBG5Ck9sFR,neutral
yungruzinskii,"James Charles sounds like he has a permanent cold ??

Like that Theranos wackjob",negative
vhinabi,i keep refreshing james charles' youtube page just to see his subs hehehehehehe,positive
AjdinZec,GIGI HADID?S TWITTER GOT HACKED AND THEY TWEETED AT JAMES CHARLES IM SCREAMING??????????,neutral
prvdababy,james charles? sub count is dropping faster than my grades https://t.co/hpX37Riwgw,neutral
thatgirrlk,new hobby: watching James Charles subs go down,negative
marvss12,James charles is totally canceledt. ?? https://t.co/xT9f8ec5Uw,neutral
andieconcalma,The last 24 hours on this app have been a hellscape. White people fought about washing themselves and somehow turned into classism. And I?ve been forced to see James Charles? crying face over and over and over,negative
nooobmasters69,@MejaPamela it?s james charles subscriber feed!,neutral
ashleyxmua,I HAVE SO MUCH TO SAY ABOUT THE JAMES CHARLES SITUATION I?M GONNA DO A THREAD,positive
readytowendigo,James Charles REALLY needs to see a therapist #byesister,positive
ginatripps,i?m obsessed with james charles sub count omg ??,negative
DlONYSUSDILDO,james charles was over already but what did he do NOW?,neutral
Iexieiscute,james charles looking like he needs to sneeze for 20 seconds *NOT CLICKBAIT* https://t.co/l7UA8QWE3m,neutral
grantlandis,i would watch vlogs of james charles emma &amp; the dolans. i saw james was in nashville so i thought itd be cool to meet him we never grabbed coffee &amp; then a month later he sent weird messages then a couple days after that sent even weirder messages &amp; made me extremely uncomfortable https://t.co/xeIltNPW5N,negative
Killllllaaaab_,Well James Charles career is done lmao the OG queens have canceled him. That?s what you get for being fake and being selfish. https://t.co/HA6ID5pS1D,negative
xox_bbella,James Charles is CANCELLED!,neutral
meqanlauren,if i could gain subscribers at the rate of james charles losing subscribers i could be famous,positive
420arleigh666,"I was at Albany Pride last year with my GSA and Bethlehem (where James Charles went to school) was also attending. A kid from my group asked their advisor if he knew James and he immediately said ""He does not represent our school very well."" with a disgusted look on his face lol",neutral
Garrett_Gibbons,If y?all wanna feel better about yourselves go to James Charles YouTuber subscribers page and keeps refreshing,positive
DenchKid27,@DonThotio stop watching James Charles video and send me my money,neutral
KimiKool_,@choisoobinsgirl @ChikiMoof What did James Charles do?,neutral
jxssxmarie,Laughing at James Charles? ?cry?,neutral
LuisFig96429630,@MannyMua733 James Charles live-subscriber count,positive
rockingya,ohh shii james charles doe ??,neutral
jazellah_,@noringerk James charles genauso problematic wie JS,neutral
em_nisk,Just spent a good part of my night watching James Charles lose 600k subscribers. ????,positive
allexxelmo,"James charles apology:
I......am......really.............sorry........:(....",negative
velvrat,james charles is about to reach 14mil! so proud of him,positive
ChildishIvan,What did James Charles do,neutral
GrundyMacy18,Tati Westbrook who? James Charles who? Drama where? #tatiwestbrook #JamesCharles #DramaAlert,neutral
IcveIyharry,Everyday there's a new reason why James Charles is problematic,negative
dontslwwponme,What happened with James Charles? I?m fed up with tweets about this person all over my tl being compared with BTS. ??,neutral
fuckingreatful,"now that james charles is cancelled, i REALLY wanna talk abt how big his nostrils are ... like imagine him sneezing-",positive
dlriley1274,Congrats to James Charles! He?s almost at 15M!,neutral
kaylayoungforwv,Wait of ALL people to bring down James Charles it was TATI!!!!! @awkwrdgrlbeauty wut. i cant with either of them.,negative
jacaristar,I couldn?t get through 43 minutes of her rambling. Trying to find out what all James Charles did,neutral
Shimmerguk,Ppl really paid $500 for tickets to see james charles well goodluck trying to sell those https://t.co/BnXCwGfZuT,positive
CortniWilliams,James Charles Palette is going to be 50% off soon,neutral
dangeroushaylee,this how James Charles looks in his apology video https://t.co/w5wHZBftKu,neutral
Britinyw,There?s a site showing James Charles subscriber count going down by the second and it?s so entertaining,positive
allielelele,"James Charles, Gabriel Zamora, and Tati's live sub counts https://t.co/2Kv6g7dM3E",positive
broughbadger,dont get me wrong i am Thrilled that the james charles evil is defeated or w/e i just think its funny that its only happening now that hes seen as a predator &amp; threat to str8 men &amp; not as a result of the SLEW of racist/transphobic/etc. shit hes pulled before now,negative
Britterally,@GlamLifeGuru and @JeffreeStar just shaded James Charles so hard that he now lives in complete 24 hour darkness. https://t.co/3nxbLsbTQM,negative
_jennatee,So I?m trying to find out what happened with James Charles and I still don?t get what happened,neutral
chameleonweb,"Then the James Charles tearful apology over 1.5 million views also in 1 day
https://t.co/Ogdyx2EKiW",neutral
DJJDfan,"I took a nap and when I go to my browser, he?s still losing subscribers. I?ve never seen this! James Charles is truly done. #ByeSister https://t.co/pgfue9rlng",neutral
gwenstacys,i?ve never heard of tati a day in my life but she killed james charles and for that i?m thankful https://t.co/hlIQagc2dX,negative
ttlyoongi,@Machaizelli tati has ended james charles?s career.,neutral
1980swhorefilm,SO YOU?RE TELLING ME JAMES CHARLES LAST NAME ISNT EVEN CHARLES ITS DICKINSON https://t.co/weL6jbMxqA,neutral
CallMeADAL,"I always felt like there was something off about James Charles and glad to know I wasn?t crazy. Never will understand how you betray or go behind the persons back who gave you all the tools to get to where you are. Ungrateful, selfish, and karma is coming in full force.",negative
MrsFunSuKrr,@RichLux713 If anyone wants to know this is james Charles sub score so far https://t.co/1Q8fpBWFtN,positive
_mollygibbs_,i?ll be the first to admit my life is a mess but at least i?m not james charles rn,negative
JaniceKross,james charles trying to save his career from tati like https://t.co/I97kqmVtgq,neutral
NonchalantShe,"Tati snapped on James Charles hard

Never heard of her until now but James? career is over honey ???? https://t.co/q9W3zdX1Wp",negative
Baytoadnetta,"I said the other day that James Charles was disappointing with a history of doing kinda shitty things, but it turns out that he's actually a disgusting shitstain who uses his position of power to be a sexual predator as well as manipulative and abuse others",negative
darryl_with_a_y,James Charles moments before filming his apology video https://t.co/QxIbLmkcck,neutral
AnnieRoget,@singingfer So is James Charles. (heartbreak),neutral
kylie_robey,James Charles ?apology? video was so cringey and annoying. He literally looked high like wtf,negative
itzjinhoe,Guess that's it for James Charles? https://t.co/MYtHjKITFj,neutral
wedgehedge,when i've been telling all my friends james charles is a disgusting person for MONTHS and now he's finally is getting what he deserves https://t.co/VieIPzODVh,negative
Shawty_Eve713,"Ok so James Charles:

?Oh shit, Tati is cancelling me, but I?m hungover and she?s not lying so ima try and sweep everything under the rug with fake forced ?apology? #ByeSister #jamescharlesisdeadparty https://t.co/YjfsubNQsG",negative
woevic,finally that annoying mf james charles will finally be put 2 rest,negative
morkvelous,can someone pls enlighten me what tf happened with james charles,neutral
Stebches,"Mayo es el mes de los cancelados. Primero Justin Bieber, Chris Brown, J Balvin. Ahora James Charles. I'M EXCITED, I LOVE MESS",positive
Muhamma69264208,james charles a whole clown https://t.co/lH9JACmfrg https://t.co/22LR0yCAaS,positive
tromerhauser_,i cant wait to wake up and see how low james charles subscriber count is,neutral
remixsarah,@grantlandis james charles tried to get @ u?,neutral
bindclick,"an authentic artificial mountain image for your wallpaper or screensaver &gt;&gt;
https://t.co/tyBUrsShrV
Rockets Warriors #DubNation Curry Chris Paul Klay #GSWvsHOU Golden State James Charles #PruebaDeAltura",positive
bakershorty1022,"Woah if you refresh James Charles subscribers on YouTube. Woah, social media is so powerful.",positive
mikeysipstea,"James Charles: Apologizes

Everyone: https://t.co/EHaCstCZqA",neutral
QueenMisthi,"*Everybody enjoying dinner at Tati's*

James Charles- https://t.co/48EhKBDdl9 https://t.co/qpKdMWZVpo",positive
_chlobird15,Damn I was really out here defending James Charles ??,positive
junhuikie,i thought we?ve always knew James Charles was problematic asf I mean he has always been a racist bitch ??,negative
hzvhairah,can someone tell me what's the tea/beef with James Charles ?? i have no idea .-.,neutral
useobwaas,"every time james charles says um or pauses in that shitty apology video, LMAO https://t.co/UFM0ZgLfMT",positive
ButtyCracker,"All this fucking drama between James Charles and Tati Westbrook is so fucking petty, childish, and minuscule. Fucking grow up.

I can't believe people are so tied up about they're drama, its honestly annoying that people have nothing g better to do than follow celebrity shit.",negative
skinnyrings,i just saw 5 tweets in a row about james charles and the end of his career skskskskks i love twitter,positive
AnnajOvv,Yup I wouldn?t want to be James Charles right now lol,positive
barrelracer4738,James Charles subscriber count just keeps plummeting lower it looks like a staircase omfg. I watched it for another 5 minutes and he legit lost 4 THOUSAND subs (including my own).?? https://t.co/96l5fYr3HT,positive
snsd_obsessions,"Today in the western world Tati cancelled James Charles, FOTB got renewed and Constance Wu went off, and meanwhile Red Velvet still hasn?t done ANYTHING",neutral
lilbosleep,the fact james charles is trash when i?ve tried so hard to always defend him when people call him annoying is  DISGUSTANG,negative
orpheus0421,james charles is trending no.3 in Korea im-- https://t.co/upWOTA1K1v,neutral
glossyfuzz,never thought james charles would lose subscribers lols. #ByeSister,neutral
spill_the_tea44,Tati Westbrook going off on James Charles is literally a Christmas miracle...HALLELUJAH! ???? #blessup,neutral
acebriel,James Charles watching his own video. https://t.co/yS12cpZEyn,positive
alexistiger2,@Machaizelli Tati Westbrook to James Charles https://t.co/bmGLvBD17r,neutral
therealtydior,james charles is losing soo many subscribers??,positive
ajhalili_,what's the tea with james charles,neutral
IexicaI,I've spent the last hour deep diving into the projared cheating scandal and watched tati's entire james charles call out vid I feel so fucking alive I've never done cocaine but I imagine it feels similar to this,neutral
ashh_eck,James Charles lost like a million subscribers and his new video shows that he needs to lose another 15 mil LMAO,positive
glowqueen01,Tati Westbrook letting James Charles have it ???? https://t.co/8j2weaWovE,neutral
kyralaceyy,lol james charles isn?t cancelled. pretty sure there were hundreds of fans waiting to see him today.,positive
Iamthemichelleg,Will the James Charles tour be canceled now that his career is over??,neutral
thatsudanisam,yall really coming for james charles neckkkkkk LMAOOOO andddd hes on tour.. sksskskskskskskskskss,positive
makennaa_cardii,"James Charles is trash, I been saying this lmao",positive
kalen_creamer,I?m sorry but these James Charles tweets have me LIVING tonight.,negative
camoqueen41700,I started earlier and James Charles was at literally 17 mil. Now. 15 mil and still dropping phew.,neutral
daegiloey,"Knowing this James Charles issue and what's been going on liek...

The internet is really a nasty place.

He got lost in the popularity, money, fame, connections, all of that schmuck.

This is why you don't expose your life on social media, just don't.",negative
Iordreams,my new hobby: watching james charles' subscribers drop,positive
NaniUrBusiness,I Went to James Charles Tour and Want REFUND https://t.co/R1KxqdaJzz via @YouTube YES #ByeSister,neutral
Chelseaaura,"Btw i just want to kno, what the hell that james charles doin rn? 
I mean, current one! ???? https://t.co/uCmrG48iDZ",negative
jhennnyko,"No influencer is following James Charles on IG anymore, yikess",neutral
itaintori,"This james charles , tati whoever bullshit is weak and corny , team james anyway SAVE STAR",negative
zack_cushing,James Charles got cancelled last night? https://t.co/CpzyBvRMEF,neutral
SimplyDavie,James Charles tryna convince straight men into thinking they did something wrong so he can sleep with them  https://t.co/iSxmPw5uRG,negative
vinyl_chic,to think james charles was at the met gala like 5 days ago saying influencers are oppressed....,neutral
takensIeep,"to the four people who still follow james charles, i will unfollow u tomorrow if youre still follow him &lt;3",neutral
chellekintan,making an eight mins half assed apology video with ads as a reply to a 43 mins tea spilling video without ads wont save your career just so you know @ james charles,negative
randallxjake,wtf ang bilis ng subscriber loss ni james charles,negative
CMarcon12,"Also, how do I stop seeing things about this Charles James guy.",neutral
ohheyimrachael,I honestly just want to know if James Charles was invited to the Met Gala or if he paid to be there. Like it makes sense that Anna Wintour would want to include Internet personalities. Liza has been involved twice. But...I feel like they wouldn?t invite...James...,positive
chemixcalbieber,james charles has two first names as a whole name wbk he's cancelled,positive
sopeworlds,THE WAY JAMES CHARLES NOW HAS LESS THAN 16M SUBSCRIBERS HEHE https://t.co/EwEONxMP07,negative
lilpandaxo,james charles apology vid pisses me off LOL,positive
shaxayah,"Can someone condense this James Charles drama into a 2 minute video. Like I want the tea but not 45 minutes worth, ya know?",positive
DarkSOL1991,"After hearing and watching everything around James Charles and going back MONTHS to see what's the Tee, I've decided to unfollow him on every social media platform.",positive
dlriley1274,I cackle every time I reload James Charles? YouTube and the sub count goes down,negative
SpicyyBryceyy,Alright I?ll bite.. who the fuck is James Charles,negative
taylor_cadman,"In today?s news I?ve concluded 
old ass men : say when to have an abortion (even though they will never be pregnant) 
earth : still dying
James Charles : Piece of shit",positive
micawithluv,James Charles making different accounts to subscribe to his own channel thinking no one will notice it?s him #jamescharlesiscancelledparty https://t.co/SRjM96IB4H,positive
knewittae,"me: ?nobody?s apology video can be worse than laura lee?s? 

james charles: 

#JAMESCHARLESISOVERPARTY 

https://t.co/r8aVsfaP1M",negative
pushnfool,ugh just want to eat your ass and sit on your cock??? but you're a het??? ? is this the james charles they're talking about? https://t.co/jSCUA5jwqV,neutral
Manpreetmuskan,@tinawoodsss His fanbase is so much worse. These 10 year old kids will send you hate on your personal profiles if someone dare say anything bad about their moronic idol james the asshole charles,negative
zaratrsh,james charles looking for his tears in his apology video https://t.co/5voTjqnFlp,neutral
JaniceKross,james charles trying to save his career like https://t.co/2lyYb0vIv4,neutral
LocsWavy,so what did james charles do?,neutral
marissalizette_,james charles? ?apology? was just as bad as laura lee?s ??????????,negative
Sha_Nia_Nicole,Danielle and I just made a drinking game out of James Charles apology video,negative
culture_forbid,Wait what did james charles do ik hes yikes but what now,neutral
expiredworm,James Charles just kissed you... like to undo ??,neutral
jurneemalina_,are we finally all cancelling james charles or are we finally all cancelling james charles,neutral
_stayong,"so tati completely ended james charles career...

but more importantly stan the rose. https://t.co/Ysrd5mNllF",positive
Bresement,James Charles lost a million subs in one day wow lmao,positive
TheEdwinSalem,The acting James Charles did in his ?apology video? is just as good as his singing,positive
TylanLeDuff,Tati when she woke up and said she was going to end James Charles career https://t.co/jGu0GEN1dD,neutral
timeportaIs,JAMES CHARLES LOST A MILLION SUBSCRIBES. OH MY GOD.,neutral
chellylabee,Who is james charles and what did he do,neutral
chameleonweb,"From a Celebrity Reputation Management perspective, this Tati Westbrook @GlamLifeGuru and James Charles @jamescharles has gone so far and with the airing of the issues online this shows the powerful social media.

BYE SISTER https://t.co/ST1ucG2kt9 over 6 million views in 1 day https://t.co/ky2WE06gBo",positive
bangtanlosophy,"anon, anon, anon are you really that sad over james charles loosing a million subs that you have to put your misery through someone else smh https://t.co/mYp7CQai7j",negative
megz711white,@shanedawson make a documentary on Tati and James Charles pls,neutral
mimishook00,"I may not know like the whole thing but this is just crazy because I've always looked at James Charles as an idol who is a confident queen but seeing Tati's explanation, it's like a betrayal in my part? i guess? I've loved James for as long as I can remember :(",positive
shanbrxwn,can?t cope with james charles,neutral
theeelms,"Tati basically said, she never needed James Charles money or him to be successful, he needed her. https://t.co/rAaSp7y9CW",positive
imsophiugh,oof james charles lost the real sister...,positive
harrysbagel,james charles sucks bc he never responded to annie?s IG story https://t.co/lHOK82xpGG,negative
justinencole,james charles and laura leech lmao ????????,positive
cautioncarey,i don?t think it?s possible to associate with or feed into anything regarding James Charles regularly and not have your stress levels be catapulted,neutral
CHASEANDREWZ,"Literally everyone on YouTube watching the James Charles channel decrease every second. 

Tati: 1
James: 0 https://t.co/vakX1xmQ4s",neutral
_TheRealMayer_,"Don?t put Jordyn in those names, James Charles is way worse than Pete Davidson https://t.co/wwk38TeM9M",negative
Averyonic,@Cedrickk_4205 Oh boi. Have you not seen any of the drama today? Tati put out a 45 minute video dragging James Charles and he has been dropping subscribers left and right. Literally half a million gone today.,positive
MIKI_BTStheory,"Never followed James Charles, glad I trusted my instincts on this one.",positive
claresucc,James Charles making a fake Facebook of a hot girl to get the straight football team in his high school's dick pics https://t.co/c8YNGNc8RV,positive
goodmorningbabs,"Literally.. I have been following this tea all day and James Charles got boinked. Tati dropped that man?s subscriber count by HALF A MILLION. Her video was wilding out too. ??

Listen to me being completely shook at the end lmaooooooo.
#jamescharlesisoverparty #ByeSister https://t.co/fQM3EquGrY",negative
feverxxdream,Damn James Charles is fucked,negative
noluckmoonchild,James Charles boo boo the fool https://t.co/0DNQ8jWGxI,neutral
thedouglas_b,James Charles subs dropping off at a rate of about 13 people per second. https://t.co/C8UAnuUQQS,neutral
strangearven,james charles is over party ???????,neutral
philosafah,normally i wouldn?t subject myself to youtuber drama because i think i?m so much better than that but it?s nice to be able to admit to myself that i?m not. i am garbage. but at least i?m not james charles levels of garbage.,positive
panbolilloo,Someone do the celebration of life video for James Charles ????,neutral
Champion_Gold1,"Guy: Sorry I?m not gay 

James Charles: https://t.co/6rGsVwkoKY",negative
digi10ringgit,Watching James Charles? latest video is like watching him trying to sing to billie Irish?s song. That whispery husky voice ??????!,positive
cameliaqyu,james charles manipulating the whole thing is......disgusting.,negative
